keyword      , clientTime, serverTime, totalTime, resultLength, w1, w2
F10800#F1308 ,        173,     894276,    894450,            2,  9,    10
F10800#F10693,        154,     940001,    940157,            1,  9,    11
F10800#F11138,        160,     909586,    909749,            3,  9,    12
F10800#F10159,        162,    1257995,   1258161,            2,  9,    13
F10800#F11380,        323,     958763,    959090,            2,  9,    14
F10800#F1047 ,        168,     938589,    938759,            4,  9,    15
F10800#F10072,        163,     928032,    928198,            0,  9,    16
F10800#F10516,        164,     874503,    874670,            2,  9,    17
F10800#F10454,        169,     847264,    847435,            5,  9,    18
F10800#F14280,        162,     849064,    849229,            3,  9,    19
F10800#F10544,        169,     850594,    850765,            2,  9,    20
F10800#F10744,        165,     882469,    882636,            1,  9,    21
F10800#F10374,        170,     901733,    901905,            4,  9,    22
F10800#F1029 ,        180,     906251,    906433,            3,  9,    23
F10800#F12029,        180,     894016,    894198,            2,  9,    24
F10800#F10595,        170,     942286,    942458,            4,  9,    25
F10800#F10700,        167,     906127,    906296,            2,  9,    26
F10800#F10165,        165,     920881,    921048,            2,  9,    27
F10800#F10922,        171,     929043,    929215,            3,  9,    28
F10800#F10398,        165,     887562,    887729,            4,  9,    29
F10800#F10802,        177,     935871,    936051,            2,  9,    30
F10800#F10166,        252,    1185881,   1186137,            4,  9,    31
F10800#F13268,        157,     894615,    894775,            3,  9,    32
F10800#F10043,        162,     892316,    892479,            4,  9,    33
F10800#F11321,        165,     885796,    885963,            2,  9,    34
F10800#F10115,        166,     843506,    843674,            4,  9,    35
F10800#F11053,        158,     830825,    830986,            4,  9,    36
F10800#F11114,        166,     832788,    832956,            4,  9,    37
F10800#F10237,        158,     839405,    839565,            3,  9,    38
F10800#F10942,        174,     898876,    899053,            4,  9,    39
F10800#F10450,        176,     862636,    862815,            2,  9,    40
F10800#F11220,        162,     905987,    906151,            4,  9,    41
F10800#F10055,        173,     897079,    897254,            4,  9,    42
F10800#F10494,        153,     871107,    871263,            4,  9,    43
F10800#F10158,        163,     874852,    875017,            2,  9,    44
F10800#F10205,        170,     913624,    913797,            4,  9,    45
F10800#F10813,        166,     910136,    910304,            4,  9,    46
F10800#F10081,        174,     848805,    848981,            4,  9,    47
F10800#F10014,        193,    1035948,   1036143,            5,  9,    48
F10800#F10136,        241,    1098492,   1098737,            3,  9,    49
F10800#F11604,        175,     895635,    895812,            4,  9,    50
F10800#F10195,        159,     888094,    888256,            4,  9,    51
F10800#F10355,        160,     821317,    821480,            5,  9,    52
F10800#F11076,        164,     793818,    793985,            3,  9,    53
F10800#F10378,        162,     788010,    788175,            4,  9,    54
F10800#F10547,        169,     791842,    792012,            3,  9,    55
F10800#F10463,        154,     793579,    793736,            5,  9,    56
F10800#F10020,        158,     855470,    855630,            2,  9,    57
F10800#F10541,        160,     828480,    828643,            4,  9,    58
F10800#F10032,        167,     862529,    862698,            4,  9,    59
F10800#F10178,        160,     878116,    878279,            5,  9,    60
F10800#F10121,        162,     865737,    865902,            3,  9,    61
F10800#F10305,        157,     851837,    851996,            3,  9,    62
F10800#F10033,        163,     874164,    874329,            4,  9,    63
F10800#F10143,        163,     882999,    883164,            5,  9,    64
F10800#F10141,        163,     792529,    792694,            3,  9,    65
F10800#F10961,        166,    1138518,   1138687,            5,  9,    66
F10800#F10873,        264,    1007925,   1008193,            2,  9,    67
F10800#F10317,        164,     888318,    888485,            4,  9,    68
F10800#F10170,        163,     885676,    885842,            4,  9,    69
F10800#F10636,        162,     818966,    819130,            5,  9,    70
F10800#F10037,        156,     807246,    807405,            4,  9,    71
F10800#F1003 ,        163,     796655,    796821,            4,  9,    72
F10800#F10691,        162,     805442,    805607,            3,  9,    73
F10800#F10338,        168,     839616,    839787,            3,  9,    74
F10800#F1005 ,        167,     908451,    908620,            3,  9,    75
F10800#F10152,        171,     879362,    879535,            5,  9,    76
F10800#F10313,        173,     908131,    908307,            5,  9,    77
F10800#F10217,        172,     927773,    927948,            4,  9,    78
F10800#F10437,        169,     905328,    905499,            5,  9,    79
F10800#F10286,        162,     867114,    867279,            4,  9,    80
F10800#F1095 ,        162,     884005,    884170,            4,  9,    81
F10800#F10380,        161,     853325,    853488,            4,  9,    82
F10800#F10377,        158,     795066,    795226,            3,  9,    83
F10800#F10139,        245,    1256683,   1256931,            4,  9,    84
F10800#F1153 ,        171,     898809,    898982,            5,  9,    85
F10800#F10561,        159,     911058,    911220,            4,  9,    86
F10800#F10334,        173,     905782,    905957,            4,  9,    87
F10800#F10298,        171,     849508,    849681,            4,  9,    88
F10800#F10344,        165,     833454,    833622,            4,  9,    89
F10800#F10176,        163,     834508,    834673,            5,  9,    90
F10800#F10096,        162,     838437,    838601,            4,  9,    91
F10800#F11165,        166,     865693,    865862,            2,  9,    92
F10800#F11330,        171,     889087,    889260,            4,  9,    93
F10800#F10737,        172,     895481,    895655,            5,  9,    94
F10800#F10820,        174,     884435,    884611,            4,  9,    95
F10800#F10029,        168,     935081,    935252,            5,  9,    96
F10800#F10099,        175,     904646,    904823,            5,  9,    97
F10800#F11019,        187,     914177,    914367,            4,  9,    98
F10800#F10351,        167,     922926,    923095,            5,  9,    99
F10800#F10140,        171,     880660,    880833,            4,  9,   100
F10800#F10470,        179,     960233,    960414,            5,  9,   101
F10800#F10191,        249,    1155919,   1156170,            4,  9,   102
F10800#F11069,        163,     921875,    922041,            5,  9,   103
F10800#F1035 ,        172,     915959,    916134,            3,  9,   104
F10800#F10326,        172,     891344,    891518,            4,  9,   105
F10800#F10061,        182,     849149,    849334,            5,  9,   106
F10800#F10151,        176,     840141,    840318,            4,  9,   107
F10800#F10303,        165,     840438,    840605,            4,  9,   108
F10800#F10235,        169,     844594,    844766,            4,  9,   109
F10800#F10270,        164,     913207,    913374,            4,  9,   110
F10800#F10022,        170,     869571,    869743,            5,  9,   111
F10800#F10319,        171,     909743,    909917,            4,  9,   112
F10800#F10369,        169,     894490,    894661,            3,  9,   113
F10800#F10066,        172,     926124,    926299,            4,  9,   114
F10800#F10161,        176,     900169,    900347,            5,  9,   115
F10800#F10198,        167,     924351,    924521,            5,  9,   116
F10800#F10268,        173,     929677,    929853,            5,  9,   117
F10800#F1028 ,        167,     858413,    858582,            5,  9,   118
F10800#F10228,        177,    1077414,   1077593,            4,  9,   119
F10800#F11913,        295,    1063041,   1063340,            4,  9,   120
F10800#F10088,        172,     921427,    921601,            5,  9,   121
F10800#F10366,        168,     940573,    940743,            3,  9,   122
F10800#F10989,        167,     864239,    864408,            5,  9,   123
F10800#F10069,        169,     847498,    847670,            4,  9,   124
F10800#F10316,        172,     835625,    835799,            4,  9,   125
F10800#F10080,        172,     839099,    839274,            5,  9,   126
F10800#F10086,        169,     844438,    844609,            4,  9,   127
F10800#F10697,        166,     913955,    914124,            5,  9,   128
F10800#F10707,        168,     876390,    876561,            5,  9,   129
F10800#F10277,        171,     909913,    910087,            6,  9,   130
F10800#F10079,        172,     923228,    923403,            5,  9,   131
F10800#F10098,        173,     913703,    913878,            5,  9,   132
F10800#F10045,        172,     897024,    897198,            5,  9,   133
F10800#F10183,        169,     944839,    945010,            5,  9,   134
F10800#F10290,        169,     920436,    920608,            5,  9,   135
F10800#F10353,        166,     843362,    843531,            4,  9,   136
F10800#F10608,        172,    1202476,   1202651,            5,  9,   137
F10800#F1024 ,        242,     953035,    953281,            4,  9,   138
F10800#F10175,        163,     885475,    885640,            5,  9,   139
F10800#F10039,        163,     874182,    874347,            5,  9,   140
F10800#F10281,        160,     810881,    811043,            5,  9,   141
F10800#F10808,        163,     800667,    800833,            5,  9,   142
F10800#F10042,        161,     794901,    795064,            4,  9,   143
F10800#F10488,        168,     795394,    795564,            5,  9,   144
F10800#F10239,        159,     812523,    812685,            5,  9,   145
F10800#F10552,        162,     859338,    859502,            4,  9,   146
F10800#F10822,        161,     840431,    840594,            4,  9,   147
F10800#F10186,        154,     873682,    873839,            5,  9,   148
F10800#F10263,        171,     886446,    886619,            6,  9,   149
F10800#F10685,        165,     896284,    896452,            5,  9,   150
F10800#F10097,        167,     897174,    897344,            4,  9,   151
F10800#F10041,        169,     919654,    919825,            5,  9,   152
F10800#F10231,        164,     889892,    890059,            5,  9,   153
F10800#F10383,        173,     890149,    890324,            5,  9,   154
F10800#F10392,        258,    1219907,   1220168,            4,  9,   155
F10800#F10106,        167,     915517,    915687,            5,  9,   156
F10800#F10019,        168,     919829,    919999,            5,  9,   157
F10800#F10082,        174,     902079,    902256,            4,  9,   158
F10800#F10592,        164,     843888,    844054,            5,  9,   159
F10800#F10011,        162,     833358,    833522,            4,  9,   160
F10800#F10048,        159,     835050,    835211,            4,  9,   161
F10800#F1033 ,        171,     838646,    838819,            4,  9,   162
F10800#F10040,        170,     886591,    886764,            5,  9,   163
F10800#F10631,        159,     869908,    870070,            4,  9,   164
F10800#F10065,        159,     905708,    905869,            5,  9,   165
F10800#F10233,        176,     887265,    887444,            5,  9,   166
F10800#F10250,        174,     924531,    924707,            5,  9,   167
F10800#F10639,        164,     906154,    906321,            5,  9,   168
F10800#F10622,        172,     924987,    925162,            5,  9,   169
F10800#F1106 ,        173,     921088,    921264,            4,  9,   170
F10800#F10260,        163,     867612,    867777,            4,  9,   171
F10800#F10157,        170,    1005227,   1005401,            5,  9,   172
F10800#F10984,        252,    1095856,   1096111,            5,  9,   173
F10800#F10110,        171,     903003,    903177,            6,  9,   174
F10800#F1049 ,        163,     874155,    874320,            6,  9,   175
F10800#F10062,        165,     835645,    835812,            5,  9,   176
F10800#F10090,        163,     802288,    802453,            5,  9,   177
F10800#F10197,        167,     794005,    794174,            6,  9,   178
F10800#F10180,        178,     794100,    794281,            5,  9,   179
F10800#F10194,        157,     795852,    796011,            5,  9,   180
F10800#F10116,        160,     857195,    857357,            5,  9,   181
F10800#F10423,        159,     837657,    837818,            4,  9,   182
F10800#F10584,        167,     898573,    898743,            5,  9,   183
F10800#F10435,        181,     903771,    903954,            6,  9,   184
F10800#F10017,        170,     910418,    910590,            4,  9,   185
F10800#F10027,        173,     894064,    894240,            5,  9,   186
F10800#F10095,        168,     916699,    916870,            5,  9,   187
F10800#F10049,        177,     910635,    910814,            6,  9,   188
F10800#F10181,        169,     843272,    843443,            4,  9,   189
F10800#F10324,        173,    1169945,   1170120,            4,  9,   190
F10800#F10764,        261,    1024084,   1024348,            5,  9,   191
F10800#F11431,        168,     917638,    917809,            5,  9,   192
F10800#F10360,        174,     919704,    919880,            4,  9,   193
F10800#F10688,        164,     852593,    852760,            5,  9,   194
F10800#F10067,        170,     833411,    833584,            5,  9,   195
F10800#F10252,        165,     799002,    799170,            6,  9,   196
F10800#F10227,        166,     799967,    800136,            5,  9,   197
F10800#F1009 ,        163,     808920,    809085,            5,  9,   198
F10800#F10109,        163,     876749,    876915,            4,  9,   199
F10800#F10074,        162,     829520,    829684,            4,  9,   200
F10800#F10084,        164,     859768,    859934,            4,  9,   201
F10800#F10318,        166,     892917,    893085,            5,  9,   202
F10800#F10119,        171,     903211,    903384,            4,  9,   203
F10800#F10185,        163,     895109,    895275,            5,  9,   204
F10800#F11093,        176,     923079,    923257,            4,  9,   205
F10800#F10288,        166,     893484,    893652,            4,  9,   206
F10800#F10412,        177,     899331,    899510,            5,  9,   207
F10800#F10929,        281,    1216643,   1216927,            6,  9,   208
F10800#F10871,        158,     917178,    917340,            5,  9,   209
F10800#F10243,        173,     920543,    920718,            4,  9,   210
F10800#F10008,        170,     905222,    905393,            6,  9,   211
F10800#F1017 ,        167,     854306,    854475,            4,  9,   212
F10800#F10245,        164,     840359,    840525,            5,  9,   213
F10800#F10913,        167,     837534,    837703,            5,  9,   214
F10800#F10070,        170,     834534,    834706,            6,  9,   215
F10800#F10522,        171,     891277,    891450,            5,  9,   216
F10800#F10587,        171,     870766,    870939,            5,  9,   217
F10800#F11237,        170,     915292,    915467,            5,  9,   218
F10800#F11664,        169,     897320,    897491,            4,  9,   219
F10800#F10001,        172,     925169,    925343,            4,  9,   220
F10800#F10125,        167,     910878,    911048,            5,  9,   221
F10800#F11102,        170,     932147,    932319,            4,  9,   222
F10800#F10425,        168,     917327,    917497,            4,  9,   223
F10800#F10718,        167,     866474,    866643,            5,  9,   224
F10800#F10689,        174,    1068881,   1069058,            5,  9,   225
F10800#F10167,        259,    1082714,   1082977,            4,  9,   226
F10800#F1015 ,        167,     883502,    883671,            4,  9,   227
F10800#F10215,        173,     894558,    894732,            5,  9,   228
F10800#F10518,        168,     826092,    826262,            6,  9,   229
F10800#F10050,        149,     804170,    804321,            4,  9,   230
F10800#F10665,        161,     796857,    797021,            5,  9,   231
F10800#F10477,        166,     799861,    800030,            5,  9,   232
F10800#F10173,        173,     797821,    797996,            5,  9,   233
F10800#F10007,        159,     864690,    864852,            4,  9,   234
F10800#F11813,        174,     826851,    827028,            6,  9,   235
F10800#F10229,        158,     867891,    868051,            5,  9,   236
F10800#F10209,        162,     882551,    882715,            5,  9,   237
F10800#F11048,        161,     870637,    870800,            4,  9,   238
F10800#F10446,        161,     856564,    856727,            6,  9,   239
F10800#F10026,        166,     886301,    886469,            5,  9,   240
F10800#F10322,        163,     881666,    881831,            5,  9,   241
F10800#F10232,        164,     799659,    799825,            5,  9,   242
F10800#F10000,        167,    1227519,   1227690,            5,  9,   243
F10800#F10123,        270,     947559,    947832,            6,  9,   244
F10800#F10208,        176,     911063,    911241,            5,  9,   245
F10800#F10009,        182,     908651,    908835,            7,  9,   246
F10800#F11541,        173,     853888,    854063,            5,  9,   247
F10800#F11400,        168,     831604,    831773,            5,  9,   248
F10800#F10172,        173,     832222,    832397,            5,  9,   249
F10800#F10101,        174,     848819,    848995,            5,  9,   250
F10800#F11925,        169,     866745,    866916,            4,  9,   251
F10800#F10799,        171,     908150,    908323,            6,  9,   252
F10800#F1082 ,        165,     897250,    897417,            5,  9,   253
F10800#F1077 ,        172,     909247,    909421,            6,  9,   254
F10800#F10524,        171,     928247,    928420,            5,  9,   255
F10800#F11045,        177,     923635,    923814,            4,  9,   256
F10800#F1027 ,        170,     920466,    920639,            4,  9,   257
F10800#F10448,        178,     941659,    941839,            5,  9,   258
F10800#F10127,        167,     900547,    900717,            4,  9,   259
F10800#F10134,        168,     984122,    984293,            5,  9,   260
F10800#F1130 ,        264,    1139819,   1140087,            6,  9,   261
F10800#F10258,        166,     900415,    900584,            5,  9,   262
F10800#F11386,        164,     883226,    883392,            5,  9,   263
F10800#F10156,        176,     881594,    881773,            5,  9,   264
F10800#F1018 ,        168,     843477,    843648,            6,  9,   265
F10800#F10078,        174,     845879,    846055,            5,  9,   266
F10800#F11186,        170,     846177,    846350,            5,  9,   267
F10800#F10025,        166,     844380,    844547,            5,  9,   268
F10800#F10882,        175,     904335,    904513,            6,  9,   269
F10800#F10935,        171,     871086,    871259,            4,  9,   270
F10800#F10212,        170,     906793,    906966,            6,  9,   271
F10800#F10129,        169,     892697,    892868,            6,  9,   272
F10800#F10332,        174,     932764,    932940,            6,  9,   273
F10800#F10321,        175,     895141,    895318,            5,  9,   274
F10800#F10076,        171,     919469,    919643,            4,  9,   275
F10800#F11545,        172,     916652,    916826,            4,  9,   276
F10800#F11096,        163,     849402,    849567,            5,  9,   277
F10800#F10060,        171,    1147899,   1148073,            6,  9,   278
F10800#F10164,        259,    1006731,   1006994,            5,  9,   279
F10800#F10389,        172,     880211,    880385,            5,  9,   280
F10800#F10133,        160,     889803,    889966,            5,  9,   281
F10800#F10248,        166,     839098,    839266,            4,  9,   282
F10800#F11487,        173,     837763,    837939,            5,  9,   283
F10800#F1016 ,        181,     830614,    830797,            5,  9,   284
F10800#F10442,        172,     830466,    830641,            4,  9,   285
F10800#F11185,        167,     839359,    839528,            5,  9,   286
F10800#F10242,        167,     906488,    906658,            4,  9,   287
F10800#F11334,        167,     876626,    876795,            5,  9,   288
F10800#F10291,        172,     903655,    903830,            5,  9,   289
F10800#F11405,        178,     918793,    918973,            5,  9,   290
F10800#F1069 ,        174,     902438,    902615,            5,  9,   291
F10800#F11584,        167,     901749,    901918,            5,  9,   292
F10800#F10733,        179,     903364,    903546,            4,  9,   293
F10800#F10476,        170,     860735,    860908,            5,  9,   294
F10800#F10842,        179,     857716,    857897,            6,  9,   295
F10800#F11211,        260,    1244577,   1244840,            7,  9,   296
F10800#F10128,        161,     887014,    887178,            6,  9,   297
F10800#F10105,        172,     888386,    888560,            6,  9,   298
F10800#F10273,        165,     871350,    871518,            5,  9,   299
F10800#F10284,        169,     804861,    805033,            5,  9,   300
F10800#F10028,        160,     801043,    801206,            7,  9,   301
F10800#F10554,        161,     812101,    812264,            7,  9,   302
F10800#F10058,        170,     837288,    837460,            5,  9,   303
F10800#F10439,        168,     885182,    885353,            4,  9,   304
F10800#F11134,        164,     874150,    874317,            4,  9,   305
F10800#F11785,        158,     898573,    898733,            5,  9,   306
F10800#F10093,        166,     874550,    874718,            6,  9,   307
F10800#F1108 ,        172,     926991,    927166,            5,  9,   308
F10800#F10574,        172,     903483,    903658,            6,  9,   309
F10800#F10553,        173,     912625,    912802,            5,  9,   310
F10800#F10333,        176,     921829,    922007,            7,  9,   311
F10800#F1085 ,        168,     866425,    866596,            4,  9,   312
F10800#F10295,        173,    1040155,   1040331,            4,  9,   313
F10800#F10262,        259,    1091614,   1091876,            4,  9,   314
F10800#F10148,        172,     895912,    896086,            5,  9,   315
F10800#F10486,        158,     893657,    893818,            4,  9,   316
F10800#F1051 ,        160,     831184,    831346,            4,  9,   317
F10800#F10075,        171,     806018,    806190,            6,  9,   318
F10800#F10137,        162,     802822,    802986,            5,  9,   319
F10800#F11306,        168,     821308,    821479,            5,  9,   320
F10800#F10840,        179,     828741,    828922,            5,  9,   321
F10800#F10144,        174,     896666,    896843,            4,  9,   322
F10800#F10030,        168,     874112,    874282,            6,  9,   323
F10800#F10682,        170,     903110,    903281,            5,  9,   324
F10800#F10003,        175,     919892,    920071,            5,  9,   325
F10800#F10331,        178,     909114,    909294,            6,  9,   326
F10800#F10803,        173,     895300,    895475,            5,  9,   327
F10800#F1004 ,        172,     921374,    921547,            4,  9,   328
F10800#F10569,        191,     927661,    927854,            7,  9,   329
F10800#F10051,        167,     832288,    832458,            5,  9,   330
F10800#F11141,        178,    1235567,   1235748,            5,  9,   331
F10800#F1310 ,        267,     938400,    938671,            5,  9,   332
F10800#F10363,        182,     919398,    919582,            7,  9,   333
F10800#F10677,        179,     915351,    915533,            5,  9,   334
F10800#F10753,        172,     856016,    856191,            5,  9,   335
F10800#F10196,        170,     828779,    828952,            4,  9,   336
F10800#F10251,        165,     831683,    831850,            5,  9,   337
F10800#F10473,        167,     833628,    833798,            4,  9,   338
F10800#F10327,        169,     859412,    859584,            5,  9,   339
F10800#F1081 ,        171,     895357,    895531,            6,  9,   340
F10800#F1007 ,        182,     882187,    882371,            5,  9,   341
F10800#F10969,        173,     899776,    899951,            4,  9,   342
F10800#F10107,        176,     920448,    920627,            6,  9,   343
F10800#F10359,        181,     910133,    910315,            4,  9,   344
F10800#F10002,        164,     920117,    920283,            4,  9,   345
F10800#F1008 ,        172,     927343,    927517,            5,  9,   346
F10800#F12082,        172,     884720,    884894,            5,  9,   347
F10800#F10059,        179,    1001475,   1001657,            5,  9,   348
F10800#F10269,        266,    1117057,   1117327,            4,  9,   349
F10800#F1105 ,        168,     924551,    924722,            5,  9,   350
F10800#F10184,        169,     921721,    921893,            4,  9,   351
F10800#F10701,        175,     879834,    880011,            6,  9,   352
F10800#F10883,        168,     842492,    842663,            7,  9,   353
F10800#F1057 ,        175,     832911,    833089,            6,  9,   354
F10800#F10071,        176,     829551,    829730,            4,  9,   355
F10800#F11041,        169,     832280,    832451,            5,  9,   356
F10800#F10203,        171,     895682,    895855,            5,  9,   357
F10800#F10352,        171,     867842,    868016,            5,  9,   358
F10800#F10168,        167,     906407,    906577,            5,  9,   359
F10800#F10461,        172,     904975,    905150,            7,  9,   360
F10800#F10145,        175,     924481,    924659,            5,  9,   361
F10800#F12033,        170,     905857,    906029,            5,  9,   362
F10800#F11179,        176,     940757,    940935,            5,  9,   363
F10800#F1    ,        171,     916619,    916792,            5,  9,   364
F10800#F11549,        174,     852493,    852669,            5,  9,   365
F10800#F10421,        184,    1214047,   1214233,            5,  9,   366
F10800#F10323,        251,     956179,    956434,            5,  9,   367
F10800#F10414,        172,     884248,    884423,            6,  9,   368
F10800#F12399,        168,     870908,    871079,            5,  9,   369
F10800#F10506,        161,     809193,    809356,            5,  9,   370
F10800#F10214,        166,     802028,    802197,            5,  9,   371
F10800#F11320,        167,     796721,    796890,            4,  9,   372
F10800#F10010,        170,     798326,    798498,            7,  9,   373
F10800#F10104,        168,     813739,    813909,            5,  9,   374
F10800#F10155,        155,     859141,    859298,            4,  9,   375
F10800#F10092,        158,     837553,    837713,            5,  9,   376
F10800#F11651,        174,     867251,    867428,            5,  9,   377
F10800#F1092 ,        164,     875430,    875597,            7,  9,   378
F10800#F10694,        169,     874008,    874179,            5,  9,   379
F10800#F10315,        158,     858646,    858806,            5,  9,   380
F10800#F13306,        162,     886125,    886290,            5,  9,   381
F10800#F11189,        168,     856029,    856198,            7,  9,   382
F10800#F10870,        173,     941925,    942101,            4,  9,   383
F10800#F12921,        262,    1140690,   1140955,            6,  9,   384
F10800#F10368,        172,     923681,    923856,            5,  9,   385
F10800#F11040,        167,     920497,    920666,            4,  9,   386
F10800#F10329,        181,     892681,    892864,            4,  9,   387
F10800#F12863,        171,     839860,    840033,            4,  9,   388
F10800#F10495,        170,     831956,    832128,            5,  9,   389
F10800#F11627,        178,     831134,    831314,            6,  9,   390
F10800#F10408,        170,     837560,    837733,            6,  9,   391
F10800#F11449,        170,     896090,    896262,            6,  9,   392
F10800#F10206,        164,     869614,    869781,            5,  9,   393
F10800#F10047,        167,     906651,    906820,            6,  9,   394
F10800#F10021,        169,     897003,    897174,            4,  9,   395
F10800#F10815,        176,     927160,    927337,            5,  9,   396
F10800#F10760,        172,     901588,    901762,            6,  9,   397
F10800#F11133,        170,     906226,    906398,            4,  9,   398
F10800#F10557,        166,     866066,    866234,            5,  9,   399
F10800#F10163,        164,     802826,    802992,            7,  9,   400
F10800#F10570,        167,    1162747,   1162917,            5,  9,   401
F10800#F10440,        274,    1009951,   1010228,            5,  9,   402
F10800#F10234,        183,     919001,    919186,            5,  9,   403
F10800#F10372,        177,     926043,    926223,            6,  9,   404
F10800#F10279,        178,     848479,    848659,            5,  9,   405
F10800#F11514,        163,     840676,    840842,            6,  9,   406
F10800#F10668,        178,     831535,    831716,            5,  9,   407
F10800#F10371,        181,     831719,    831902,            6,  9,   408
F10800#F1072 ,        172,     839749,    839923,            5,  9,   409
F10800#F10662,        167,     905306,    905476,            6,  9,   410
F10800#F10226,        172,     873064,    873238,            4,  9,   411
F10800#F10743,        170,     895800,    895972,            4,  9,   412
F10800#F10727,        170,     921600,    921772,            5,  9,   413
F10800#F10745,        177,     906202,    906381,            4,  9,   414
F10800#F11201,        179,     908003,    908184,            6,  9,   415
F10800#F11168,        171,     931666,    931838,            6,  9,   416
F10800#F10910,        171,     902823,    902995,            3,  9,   417
F10800#F1076 ,        174,     896067,    896243,            7,  9,   418
F10800#F11335,        271,    1240784,   1241058,            4,  9,   419
F10800#F10299,        172,     913866,    914040,            5,  9,   420
F10800#F10   ,        179,     931779,    931960,            7,  9,   421
F10800#F10404,        175,     914653,    914830,            4,  9,   422
F10800#F10526,        163,     855721,    855886,            5,  9,   423
F10800#F10514,        167,     839928,    840097,            6,  9,   424
F10800#F11910,        168,     843018,    843188,            4,  9,   425
F10800#F10064,        169,     846766,    846937,            5,  9,   426
F10800#F10972,        174,     887916,    888092,            5,  9,   427
F10800#F10676,        175,     877202,    877380,            6,  9,   428
F10800#F10117,        165,     912546,    912714,            5,  9,   429
F10800#F12634,        175,     887430,    887607,            5,  9,   430
F10800#F12273,        175,     933566,    933743,            6,  9,   431
F10800#F10857,        162,     907570,    907734,            5,  9,   432
F10800#F101  ,        167,     922154,    922324,            5,  9,   433
F10800#F10276,        186,     928383,    928571,            5,  9,   434
F10800#F10287,        164,     872389,    872556,            5,  9,   435
F10800#F10241,        177,    1079046,   1079225,            6,  9,   436
F10800#F10462,        276,    1070502,   1070782,            7,  9,   437
F10800#F1078 ,        165,     882968,    883135,            6,  9,   438
F10800#F11011,        168,     901156,    901327,            5,  9,   439
F10800#F10531,        166,     860501,    860670,            6,  9,   440
F10800#F13022,        172,     843235,    843410,            6,  9,   441
F10800#F10597,        173,     835219,    835395,            4,  9,   442
F10800#F10147,        176,     834022,    834200,            7,  9,   443
F10800#F10765,        165,     834732,    834900,            4,  9,   444
F10800#F11799,        167,     906304,    906473,            5,  9,   445
F10800#F10348,        168,     870172,    870343,            5,  9,   446
F10800#F12069,        171,     907120,    907292,            5,  9,   447
F10800#F11904,        162,     923470,    923635,            5,  9,   448
F10800#F11445,        177,     912979,    913159,            6,  9,   449
F10800#F11057,        173,     893674,    893850,            7,  9,   450
F10800#F1006 ,        175,     934238,    934415,            5,  9,   451
F10800#F12019,        162,     923937,    924101,            4,  9,   452
F10800#F11318,        167,     836419,    836588,            5,  9,   453
F10800#F11696,        173,    1259535,   1259710,            5,  9,   454
F10800#F10610,        221,     939709,    939932,            6,  9,   455
F10800#F10536,        165,     910330,    910498,            5,  9,   456
F10800#F10036,        176,     929834,    930011,            6,  9,   457
F10800#F10015,        169,     864885,    865055,            5,  9,   458
F10800#F10063,        171,     847592,    847766,            6,  9,   459
F10800#F10224,        169,     844718,    844889,            4,  9,   460
F10800#F11707,        170,     838210,    838382,            5,  9,   461
F10800#F10024,        165,     868653,    868820,            4,  9,   462
F10800#F10171,        170,     890709,    890881,            6,  9,   463
F10800#F11401,        168,     891562,    891733,            5,  9,   464
F10800#F10111,        175,     888978,    889156,            7,  9,   465
F10800#F1304 ,        165,     934979,    935147,            4,  9,   466
F10800#F10308,        184,     902363,    902550,            5,  9,   467
F10800#F10751,        174,     918374,    918551,            5,  9,   468
F10800#F13266,        173,     925233,    925408,            5,  9,   469
F10800#F10364,        168,     891465,    891636,            5,  9,   470
F10800#F12073,        181,    1038829,   1039014,            6,  9,   471
F10800#F10683,        269,    1107271,   1107543,            6,  9,   472
F10800#F10280,        185,     909213,    909401,            6,  9,   473
F10800#F10585,        169,     926697,    926867,            7,  9,   474
F10800#F12593,        179,     879832,    880014,            5,  9,   475
F10800#F10388,        174,     847719,    847895,            6,  9,   476
F10800#F12736,        167,     842372,    842541,            7,  9,   477
F10800#F10887,        180,     840334,    840517,            7,  9,   478
F10800#F10679,        167,     835808,    835977,            5,  9,   479
F10800#F10415,        167,     899436,    899605,            5,  9,   480
F10800#F12681,        181,     872297,    872480,            6,  9,   481
F10800#F12061,        167,     905252,    905422,            6,  9,   482
F10800#F10872,        179,     921468,    921649,            6,  9,   483
F10800#F12326,        176,     907619,    907797,            5,  9,   484
F10800#F1114 ,        168,     900324,    900494,            6,  9,   485
F10800#F10089,        181,     919345,    919529,            7,  9,   486
F10800#F13191,        173,     931020,    931194,            5,  9,   487
F10800#F12339,        168,     810756,    810926,            5,  9,   488
F10800#F12518,        170,    1268389,   1268562,            5,  9,   489
F10800#F10632,        258,     959734,    959995,            4,  9,   490
F10800#F10091,        178,     886349,    886529,            7,  9,   491
F10800#F106  ,        173,     881016,    881192,            5,  9,   492
F10800#F1210 ,        174,     855826,    856002,            4,  9,   493
F10800#F10951,        172,     831646,    831820,            5,  9,   494
F10800#F11088,        169,     831771,    831942,            5,  9,   495
F10800#F10643,        174,     832368,    832544,            5,  9,   496
F10800#F10044,        168,     862181,    862351,            5,  9,   497
F10800#F10382,        181,     895117,    895300,            5,  9,   498
F10800#F11036,        173,     887551,    887727,            6,  9,   499
F10800#F10238,        174,     879662,    879838,            4,  9,   500
F10800#F10519,        164,     889106,    889272,            5,  9,   501
