keyword      , clientTime, serverTime, totalTime, resultLength, payloadSize
F10800#F10570,         53,         88,       142,            0,         480
F10800#F10440,         62,         39,       101,            0,         480
F10800#F10234,         54,         83,       138,            0,         480
F10800#F10372,         47,         36,        83,            0,         480
F10800#F10279,         49,         38,        89,            0,         480
F10800#F11514,         49,         36,        85,            0,         480
F10800#F10668,         56,         36,        93,            0,         480
F10800#F10371,         49,         85,       135,            0,         480
F10800#F1072 ,         53,         40,        94,            0,         480
F10800#F10662,         48,         37,        86,            0,         480
F10800#F10226,         47,         38,        86,            0,         480
F10800#F10743,         48,         32,        81,            0,         480
F10800#F10727,         92,         38,       131,            0,         480
F10800#F10745,         51,         35,        87,            0,         480
F10800#F11201,         51,         37,        88,            0,         480
F10800#F11168,         89,         38,       127,            0,         480
F10800#F10910,         52,         67,       119,            0,         480
F10800#F1076 ,         52,         38,        90,            0,         480
F10800#F11335,         49,         85,       135,            0,         480
F10800#F10299,         52,         41,        94,            0,         480
F10800#F10   ,         55,         38,        93,            0,         480
F10800#F10404,         52,         36,        89,            0,         480
F10800#F10526,         55,         37,        93,            0,         480
F10800#F10514,         54,         37,        92,            0,         480
F10800#F11910,         54,         83,       138,            0,         480
F10800#F10064,         46,         39,        86,            0,         480
F10800#F10972,         47,         41,        89,            0,         480
F10800#F10676,         45,         87,       133,            0,         480
F10800#F10117,         55,         45,       101,            0,         480
F10800#F12634,         51,         85,       137,            0,         480
F10800#F12273,         49,         36,        86,            0,         480
F10800#F10857,         51,         36,        88,            0,         480
F10800#F101  ,         89,         45,       135,            0,         480
F10800#F10276,         46,         34,        81,            0,         480
F10800#F10287,         49,         33,        83,            0,         480
F10800#F10241,         91,         43,       135,            0,         480
F10800#F10462,         47,         83,       131,            0,         480
F10800#F1078 ,         51,         33,        84,            0,         480
F10800#F11011,         52,         37,        90,            0,         480
F10800#F10531,         87,         84,       172,            0,         480
F10800#F13022,         57,         91,       149,            0,         480
F10800#F10597,         49,         38,        88,            0,         480
F10800#F10147,         53,         86,       140,            0,         480
F10800#F10765,         50,         76,       126,            0,         480
F10800#F11799,         53,         45,        99,            0,         480
F10800#F10348,         50,         40,        90,            0,         480
F10800#F12069,         59,         85,       145,            0,         480
F10800#F11904,         52,         43,        96,            0,         480
F10800#F11445,         52,         90,       143,            0,         480
F10800#F11057,         48,         38,        86,            0,         480
F10800#F1006 ,         48,         87,       136,            0,         480
F10800#F12019,         54,         38,        93,            0,         480
F10800#F11318,         54,         38,        94,            0,         480
F10800#F11696,         54,         35,        90,            0,         480
F10800#F10610,         95,         52,       147,            0,         480
F10800#F10536,         54,         79,       134,            0,         480
F10800#F10036,         46,         47,        94,            0,         480
F10800#F10015,         56,         37,        94,            0,         480
F10800#F10063,         96,         38,       134,            0,         480
F10800#F10224,         93,         46,       140,            0,         480
F10800#F11707,         59,         41,       101,            0,         480
F10800#F10024,         50,         39,        90,            0,         480
F10800#F10171,         50,         51,       101,            0,         480
F10800#F11401,         61,         42,       103,            0,         480
F10800#F10111,         54,         38,        93,            0,         480
F10800#F1304 ,         97,         37,       135,            0,         480
F10800#F10308,         54,         39,        93,            0,         480
F10800#F10751,         61,         43,       105,            0,         480
F10800#F13266,         93,         45,       138,            0,         480
F10800#F10364,         53,         47,       101,            0,         480
F10800#F12073,         58,         42,       101,            0,         480
F10800#F10683,         55,         42,        98,            0,         480
F10800#F10280,         54,         85,       140,            0,         480
F10800#F10585,         56,         36,        93,            0,         480
F10800#F12593,         47,         41,        89,            0,         480
F10800#F10388,         50,         81,       131,            0,         480
F10800#F12736,         54,         35,        90,            0,         480
F10800#F10887,         54,         44,       100,            0,         480
F10800#F10679,         61,         35,        97,            0,         480
F10800#F10415,         57,         90,       147,            0,         480
F10800#F12681,         89,        102,       191,            0,         480
F10800#F12061,         57,         44,       101,            0,         480
F10800#F10872,         62,         41,       104,            0,         480
F10800#F12326,         58,         38,        96,            0,         480
F10800#F1114 ,         64,         40,       105,            0,         480
F10800#F10089,         52,         36,        89,            0,         480
F10800#F13191,         55,         35,        90,            0,         480
F10800#F12339,         51,         40,        92,            0,         480
F10800#F12518,         90,         41,       132,            0,         480
F10800#F10632,         51,         35,        87,            0,         480
F10800#F10091,         59,         36,        96,            0,         480
F10800#F106  ,         51,         38,        89,            0,         480
F10800#F1210 ,         53,         37,        91,            0,         480
F10800#F10951,         49,         81,       131,            0,         480
F10800#F11088,         47,         35,        82,            0,         480
F10800#F10643,         58,         33,        92,            0,         480
F10800#F10044,         50,         36,        87,            0,         480
F10800#F10382,         53,         36,        90,            0,         480
F10800#F11036,         50,         36,        87,            0,         480
F10800#F10238,         50,         57,       108,            0,         480
F10800#F10519,         54,         37,        92,            0,         480
F10800#F13525,         51,         40,        91,            0,         480
F10800#F11706,         51,         38,        90,            0,         480
F10800#F11119,         48,         83,       132,            0,         480
F10800#F11553,         48,         35,        85,            0,         480
F10800#F10361,         48,         42,        91,            0,         480
F10800#F13916,         50,         91,       142,            0,         480
F10800#F13738,         52,         34,        87,            0,         480
F10800#F12037,         47,         38,        86,            0,         480
F10800#F227  ,         49,         37,        87,            0,         480
F10800#F10831,         45,         33,        79,            0,         480
F10800#F10907,         43,         36,        79,            0,         480
F10800#F12030,         52,         34,        87,            0,         480
F10800#F10577,         47,         34,        81,            0,         480
F10800#F10356,         51,         38,        89,            0,         480
F10800#F10188,         55,         36,        92,            0,         480
F10800#F10034,         48,         95,       144,            0,         480
F10800#F13740,         50,         84,       134,            0,         480
F10800#F10699,         53,         82,       135,            0,         480
F10800#F1143 ,         55,         44,       101,            0,         480
F10800#F10192,         51,         87,       139,            0,         480
F10800#F149  ,         52,         41,        94,            0,         480
F10800#F11519,         53,         44,        97,            0,         480
F10800#F10604,         53,         85,       138,            0,         480
F10800#F1062 ,         53,         39,        92,            0,         480
F10800#F10549,         44,         38,        83,            0,         480
F10800#F10455,         54,         40,        95,            0,         480
F10800#F11286,         51,         34,        86,            0,         480
F10800#F1093 ,         47,         36,        83,            0,         480
F10800#F11336,         53,         44,        97,            0,         480
F10800#F10510,         50,         38,        89,            0,         480
F10800#F11015,         52,         47,       100,            0,         480
F10800#F10489,         52,         80,       132,            0,         480
F10800#F12672,         52,         32,        85,            0,         480
F10800#F14039,         54,         37,        92,            0,         480
F10800#F10309,         54,         35,        90,            0,         480
F10800#F1265 ,         48,         87,       135,            0,         480
F10800#F10411,         45,         37,        83,            0,         480
F10800#F17457,         49,         37,        86,            0,         480
F10800#F11108,         52,         47,       100,            0,         480
F10800#F12956,         56,         36,        93,            0,         480
F10800#F13   ,         52,         37,        90,            0,         480
F10800#F11887,         50,         39,        90,            0,         480
F10800#F10786,         50,         35,        86,            0,         480
F10800#F10346,         90,         41,       131,            0,         480
F10800#F12908,         44,         35,        80,            0,         480
F10800#F12527,         50,         35,        86,            0,         480
F10800#F11497,         51,         36,        88,            0,         480
F10800#F10521,         53,         34,        88,            0,         480
F10800#F10556,        105,         84,       190,            0,         480
F10800#F11856,         54,         39,        94,            0,         480
F10800#F12225,         50,         35,        85,            0,         480
F10800#F12713,         53,         79,       132,            0,         480
F10800#F14   ,         56,         36,        94,            0,         480
F10800#F12589,         54,         87,       141,            0,         480
F10800#F10853,         90,         47,       137,            0,         480
F10800#F11841,         54,         38,        93,            0,         480
F10800#F11573,         55,         39,        95,            0,         480
F10800#F15109,         53,         38,        91,            0,         480
F10800#F10325,         50,         80,       131,            0,         480
F10800#F10725,         49,         78,       128,            0,         480
F10800#F10142,         47,         86,       134,            0,         480
F10800#F1001 ,         49,         33,        82,            0,         480
F10800#F10982,         93,         37,       130,            0,         480
F10800#F11602,         49,         36,        85,            0,         480
F10800#F10335,         50,         34,        85,            0,         480
F10800#F1145 ,         51,         35,        87,            0,         480
F10800#F13110,         49,         34,        84,            0,         480
F10800#F10046,         51,         83,       135,            0,         480
F10800#F12617,         43,         85,       129,            0,         480
F10800#F10160,         46,         83,       131,            0,         480
F10800#F1039 ,         48,         37,        86,            0,         480
F10800#F10520,         54,         41,        96,            0,         480
F10800#F11787,         47,         37,        84,            0,         480
F10800#F10006,         50,         38,        89,            0,         480
F10800#F11647,         44,         34,        79,            0,         480
F10800#F14240,         53,         39,        93,            0,         480
F10800#F10900,         51,         39,        91,            0,         480
F10800#F1535 ,         52,         83,       136,            0,         480
F10800#F10246,         91,         37,       128,            0,         480
F10800#F10931,        100,         40,       140,            0,         480
F10800#F12311,         58,         36,        94,            0,         480
F10800#F13755,         70,         47,       119,            0,         480
F10800#F12788,         51,         46,        97,            0,         480
F10800#F12264,         62,         42,       105,            0,         480
F10800#F11149,         51,         41,        93,            0,         480
F10800#F11322,         57,         59,       117,            0,         480
F10800#F163  ,         75,         48,       124,            0,         480
F10800#F10394,        101,         34,       136,            0,         480
F10800#F10681,         62,         99,       162,            0,         480
F10800#F12338,         49,         42,        92,            0,         480
F10800#F11049,         56,         42,        99,            0,         480
F10800#F1019 ,         49,         89,       139,            0,         480
F10800#F21737,         59,         36,        95,            0,         480
F10800#F10977,         55,         39,        95,            0,         480
F10800#F10154,         56,         36,        92,            0,         480
F10800#F10431,         52,         87,       140,            0,         480
F10800#F17002,         49,         35,        84,            0,         480
F10800#F10758,         46,         34,        81,            0,         480
F10800#F11251,         49,         37,        86,            0,         480
F10800#F1013 ,         50,         33,        83,            0,         480
F10800#F11257,         45,         33,        79,            0,         480
F10800#F11153,         88,         34,       123,            0,         480
F10800#F12624,         55,         85,       141,            0,         480
F10800#F11177,         50,         31,        82,            0,         480
F10800#F10740,         48,         36,        84,            0,         480
