keyword,clientTime,serverTime,totalTime,resultLength,payloadSize
F10800#F12617,437,307,745,0,480
F10800#F10160,454,324,778,0,480
F10800#F1039,449,296,746,0,480
F10800#F10520,448,295,744,0,480
F10800#F11787,447,313,761,0,480
F10800#F10006,451,338,790,0,480
F10800#F11647,806,311,1118,0,480
F10800#F14240,472,343,816,0,480
F10800#F10900,459,315,775,0,480
F10800#F1535,456,304,760,0,480
F10800#F10246,448,331,779,0,480
F10800#F10931,459,313,773,0,480
F10800#F12311,449,291,742,0,480
F10800#F13755,456,371,828,0,480
F10800#F12788,518,318,837,0,480
F10800#F12264,446,311,758,0,480
F10800#F11149,465,304,770,0,480
F10800#F11322,461,341,803,0,480
F10800#F163,442,310,752,0,480
F10800#F10394,442,308,751,0,480
F10800#F10681,463,299,763,0,480
F10800#F12338,464,296,761,0,480
F10800#F11049,463,325,789,0,480
F10800#F1019,554,301,856,0,480
F10800#F21737,459,335,795,0,480
F10800#F10977,467,329,798,0,480
F10800#F10154,476,314,790,0,480
F10800#F10431,459,309,769,0,480
F10800#F17002,462,300,763,0,480
F10800#F10758,470,318,789,0,480
F10800#F11251,584,357,942,0,480
F10800#F1013,466,303,770,0,480
F10800#F11257,476,398,875,0,480
F10800#F11153,495,366,862,0,480
F10800#F12624,618,322,941,0,480
F10800#F11177,471,309,781,0,480
F10800#F10740,463,310,773,0,480
F10800#F1098,481,296,777,0,480
F10800#F11737,468,345,814,0,480
F10800#F11158,495,321,817,0,480
F10800#F10005,467,341,809,0,480
F10800#F10100,481,339,821,0,480
F10800#F10904,483,303,787,0,480
F10800#F12422,468,306,775,0,480
F10800#F10564,467,344,812,0,480
F10800#F11790,469,324,794,0,480
F10800#F12631,479,331,811,0,480
F10800#F13161,501,431,933,0,480
F10800#F8417,532,446,979,0,480
F10800#F1330,517,383,900,0,480
F10800#F2589,506,379,886,0,480
F10800#F10393,860,342,1203,0,480
F10800#F14484,867,391,1259,0,480
F10800#F12413,492,380,872,0,480
F10800#F14481,493,338,832,0,480
F10800#F12461,494,320,814,0,480
F10800#F2559,484,355,840,0,480
F10800#F13551,479,328,808,0,480
F10800#F25159,535,379,915,0,480
F10800#F145,705,308,1014,0,480
F10800#F14751,492,336,828,0,480
F10800#F10182,498,336,834,0,480
F10800#F1263,486,324,811,0,480
F10800#F10162,490,348,839,0,480
F10800#F10594,492,335,828,0,480
F10800#F13852,482,341,824,0,480
F10800#F10018,489,347,837,0,480
F10800#F12817,503,317,821,0,480
F10800#F11903,505,341,846,0,480
F10800#F17744,480,329,810,0,480
F10800#F10118,494,354,848,0,480
F10800#F2514,476,377,854,0,480
F10800#F2091,710,342,1053,0,480
F10800#F107,513,402,916,0,480
F10800#F1726,520,430,950,0,480
F10800#F10254,817,433,1251,0,480
F10800#F14508,689,337,1027,0,480
F10800#F17448,499,326,826,0,480
F10800#F10400,492,338,831,0,480
F10800#F12007,522,349,872,0,480
F10800#F11704,505,344,850,0,480
F10800#F12297,520,332,853,0,480
F10800#F10491,495,400,896,0,480
F10800#F10406,511,420,932,0,480
F10800#F3204,510,335,846,0,480
F10800#F10085,507,358,866,0,480
F10800#F10706,523,324,848,0,480
F10800#F10986,516,340,856,0,480
F10800#F10149,496,347,843,0,480
F10800#F10708,499,463,963,0,480
F10800#F12781,935,356,1292,0,480
F10800#F11120,516,338,856,0,480
F10800#F1175,531,353,885,0,480
F10800#F11682,494,354,848,0,480
F10800#F232,506,328,835,0,480
F10800#F14042,513,332,845,0,480
F10800#F100,501,314,816,0,480
F10800#F194,501,335,837,0,480
F10800#F10540,516,321,837,0,480
F10800#F13539,523,448,972,0,480
F10800#F11713,504,351,855,0,480
F10800#F10135,506,343,850,0,480
F10800#F1334,500,346,848,0,480
F10800#F11389,505,384,890,0,480
F10800#F14244,527,349,877,0,480
F10800#F12753,510,375,885,0,480
F10800#F11939,521,357,879,0,480
F10800#F12362,512,334,847,0,480
F10800#F15257,539,415,954,0,480
F10800#F10365,513,449,963,0,480
F10800#F14911,533,350,884,0,480
F10800#F2420,534,352,887,0,480
F10800#F10122,510,369,881,0,480
F10800#F15101,520,333,853,0,480
F10800#F10410,539,333,873,0,480
F10800#F3707,510,352,863,0,480
F10800#F1084,539,333,873,0,480
F10800#F10108,524,391,916,0,480
F10800#F10375,536,404,941,0,480
F10800#F12484,505,332,838,0,480
F10800#F13371,519,371,891,0,480
F10800#F10451,513,339,853,0,480
F10800#F1229,550,374,925,0,480
F10800#F13681,910,370,1281,0,480
F10800#F15677,526,394,920,0,480
F10800#F10052,530,360,891,0,480
F10800#F10056,534,361,895,0,480
F10800#F10264,545,388,934,0,480
F10800#F11564,526,401,928,0,480
F10800#F10981,523,370,894,0,480
F10800#F12223,549,356,906,0,480
F10800#F4578,531,358,889,0,480
F10800#F12973,539,388,928,0,480
F10800#F13021,558,450,1009,0,480
F10800#F6733,544,387,932,0,480
F10800#F16095,531,372,904,0,480
F10800#F10891,543,363,907,0,480
F10800#F11730,585,392,977,0,480
F10800#F1594,538,381,920,0,480
F10800#F2096,534,344,879,0,480
