KeywordCount, Counter, Storage(Bytes)
1337,1337,2674
1338,1338,2676
1339,1339,2678
1340,1340,2680
1341,1341,2682
1342,1342,2684
1343,1343,2686
1344,1344,2688
1345,1345,2690
1346,1346,2692
1347,1347,2694
1348,1348,2696
1349,1349,2698
1350,1350,2700
1351,1351,2702
1352,1352,2704
1353,1353,2706
1354,1354,2708
1355,1355,2710
1356,1356,2712
1357,1357,2714
1358,1358,2716
1359,1359,2718
1360,1360,2720
1361,1361,2722
1362,1362,2724
1363,1363,2726
1364,1364,2728
1365,1365,2730
1366,1366,2732
1367,1367,2734
1368,1368,2736
1369,1369,2738
1370,1370,2740
1371,1371,2742
1372,1372,2744
1373,1373,2746
1374,1374,2748
1375,1375,2750
1376,1376,2752
1377,1377,2754
1378,1378,2756
1379,1379,2758
1380,1380,2760
1381,1381,2762
1382,1382,2764
1383,1383,2766
1384,1384,2768
1385,1385,2770
1386,1386,2772
1387,1387,2774
1388,1388,2776
1389,1389,2778
1390,1390,2780
1391,1391,2782
1392,1392,2784
1393,1393,2786
1394,1394,2788
1395,1395,2790
1396,1396,2792
1397,1397,2794
1398,1398,2796
1399,1399,2798
1400,1400,2800
1401,1401,2802
1402,1402,2804
1403,1403,2806
1404,1404,2808
1405,1405,2810
1406,1406,2812
1407,1407,2814
1408,1408,2816
1409,1409,2818
1410,1410,2820
1411,1411,2822
1412,1412,2824
1413,1413,2826
1414,1414,2828
1415,1415,2830
1416,1416,2832
1417,1417,2834
1418,1418,2836
1419,1419,2838
1420,1420,2840
1421,1421,2842
1422,1422,2844
1423,1423,2846
1424,1424,2848
1425,1425,2850
1426,1426,2852
1427,1427,2854
1428,1428,2856
1429,1429,2858
1430,1430,2860
1431,1431,2862
1432,1432,2864
1433,1433,2866
1434,1434,2868
1435,1435,2870
1436,1436,2872
1437,1437,2874
1438,1438,2876
1439,1439,2878
1440,1440,2880
1441,1441,2882
1442,1442,2884
1443,1443,2886
1444,1444,2888
1445,1445,2890
1446,1446,2892
1447,1447,2894
1448,1448,2896
1449,1449,2898
1450,1450,2900
1451,1451,2902
1452,1452,2904
1453,1453,2906
1454,1454,2908
1455,1455,2910
1456,1456,2912
1457,1457,2914
1458,1458,2916
1459,1459,2918
1460,1460,2920
1461,1461,2922
1462,1462,2924
1463,1463,2926
1464,1464,2928
1465,1465,2930
1466,1466,2932
1467,1467,2934
1468,1468,2936
1469,1469,2938
1470,1470,2940
1471,1471,2942
1472,1472,2944
1473,1473,2946
1474,1474,2948
1475,1475,2950
1476,1476,2952
1477,1477,2954
1478,1478,2956
1479,1479,2958
1480,1480,2960
1481,1481,2962
1482,1482,2964
1483,1483,2966
1484,1484,2968
1485,1485,2970
1486,1486,2972
1487,1487,2974
1488,1488,2976
1489,1489,2978
1490,1490,2980
1491,1491,2982
1492,1492,2984
1493,1493,2986
1494,1494,2988
