keyword,clientSearchTime,serverTime,resultLength
F23235#F23235,959.176µs,753.812µs,0
F8396#F32076,743.111µs,445.518µs,1
F39738#F39738,1.138818ms,840.783µs,0
F42915#F42915,1.075096ms,792.317µs,0
F31708#F31708,777.02µs,439.253µs,0
F12012#F12012,2.282256ms,1.357598ms,0
F32354#F32354,754.189µs,477.422µs,0
F19939#F19939,3.211795ms,2.191058ms,0
F4861#F4861,1.503195ms,1.190783ms,0
F11637#F11637,1.4132ms,961.794µs,0
F45690#F45690,753.72µs,497.829µs,0
F23509#F63312,671.52µs,497.668µs,0
F11250#F51766,678.654µs,469.674µs,0
F14497#F38232,2.527279ms,1.755703ms,0
F20259#F20259,1.425363ms,1.098896ms,0
F8305#F48584,1.461632ms,1.017311ms,1
F40768#F36192,835.237µs,821.126µs,0
F30742#F30742,2.106426ms,1.513435ms,0
F34549#F34549,1.619279ms,1.318594ms,0
F21757#F21757,1.621033ms,1.702602ms,0
F5337#F60156,754.643µs,434.206µs,1
F25307#F30937,2.255541ms,1.770485ms,0
F62029#F62029,755.832µs,471.531µs,0
F6323#F6323,2.840497ms,1.623627ms,0
F5905#F26293,4.74881ms,1.640122ms,0
F6875#F6875,2.55621ms,2.246982ms,0
F18202#F18202,4.300808ms,2.185355ms,0
F20058#F20058,1.167893ms,940.656µs,0
F20654#F20654,2.520161ms,1.879184ms,0
F3079#F20278,3.830708ms,2.645803ms,0
F60900#F30404,924.917µs,683.111µs,0
F9802#F9802,2.496599ms,1.942385ms,0
F12183#F45840,1.74337ms,1.531139ms,2
F27946#F58983,735.579µs,666.108µs,0
F21833#F24317,744.182µs,494.651µs,1
F10331#F53175,944.281µs,601.905µs,0
F8039#F52148,1.351811ms,1.026401ms,3
F23448#F44816,2.087878ms,1.805355ms,2
F25690#F46036,1.456848ms,1.172593ms,0
F18236#F39043,2.791955ms,1.826913ms,1
F14353#F43712,1.482773ms,1.036815ms,0
F9410#F29752,771.716µs,542.468µs,1
F20591#F62072,668.113µs,451.789µs,1
F26893#F34334,1.339711ms,1.054605ms,1
F13187#F24376,2.89581ms,2.09788ms,4
F39799#F39799,1.419952ms,990.652µs,0
F15726#F29406,2.966794ms,2.07068ms,1
F18674#F18674,1.033623ms,738.332µs,0
F29602#F29602,3.256498ms,1.08272ms,0
F16844#F16844,3.940652ms,2.164673ms,0
F14074#F12332,2.097348ms,1.829274ms,1
F18597#F18597,720.736µs,494.721µs,0
F3472#F3472,969.531µs,667.12µs,0
F6876#F6876,979.152µs,706.535µs,0
F40964#F40964,682.051µs,489.405µs,0
F15980#F39096,2.433669ms,1.528944ms,0
F29134#F29134,1.571053ms,1.343886ms,0
F10#F29717,2.142903ms,1.362171ms,1
F52539#F52539,922.671µs,611.295µs,0
F23256#F23256,2.242659ms,1.335922ms,0
F61232#F53589,1.004298ms,723.775µs,0
F45479#F45479,1.909437ms,1.272882ms,0
F3474#F5264,3.552383ms,2.429281ms,1
F40177#F40177,1.717636ms,1.291276ms,0
F28361#F28361,974.167µs,793.753µs,0
F19168#F51252,1.377277ms,754.727µs,1
F5402#F17001,4.275411ms,2.446975ms,0
F48636#F48636,790.369µs,449.404µs,0
F37124#F37124,850.195µs,697.818µs,0
F31060#F30523,2.117842ms,1.620732ms,0
F11913#F11913,2.6187ms,2.131534ms,0
F12166#F43046,1.996555ms,1.216361ms,0
F19806#F3285,8.845807ms,2.508457ms,1
F18492#F38048,1.134568ms,809.654µs,0
F29195#F29195,1.895819ms,1.268241ms,0
F20940#F20940,1.911307ms,1.469383ms,0
F34335#F34335,765.53µs,432.05µs,0
F28336#F51797,953.45µs,521.012µs,0
F16142#F34572,1.669853ms,976.625µs,0
F25671#F25671,669.89µs,509.461µs,0
F59135#F59135,678.61µs,507.942µs,0
F21875#F21875,2.000851ms,1.243829ms,0
F59201#F59201,1.071042ms,802.939µs,0
F39182#F39182,971.67µs,697.561µs,0
F17744#F17744,3.182351ms,1.825686ms,0
F60506#F33800,739.646µs,437.039µs,0
F30280#F19481,1.974208ms,1.246827ms,0
F56681#F35723,790.027µs,447.421µs,0
F24389#F24389,1.24892ms,858.988µs,0
F8099#F8099,763.189µs,498.452µs,0
F931#F931,2.147458ms,1.36638ms,0
F7845#F7845,1.331285ms,1.156677ms,0
F7369#F7369,4.115674ms,2.082239ms,0
F22999#F22999,1.008129ms,748.441µs,0
F23643#F57370,999.722µs,895.091µs,0
F52771#F58899,745.269µs,438.782µs,0
F48379#F48379,1.106522ms,818.643µs,0
F23107#F24492,2.783659ms,1.961116ms,0
F4542#F11353,3.851586ms,2.403491ms,4
F39720#F39720,869.082µs,490.259µs,0
F38261#F56484,1.099062ms,706.916µs,0
F9500#F44388,2.127159ms,1.402248ms,0
F7661#F7661,1.712856ms,1.292268ms,0
F4978#F56553,846.305µs,749.804µs,0
F40079#F40079,736.91µs,566.729µs,0
F9853#F27159,2.359344ms,1.234547ms,2
F22114#F63650,730.07µs,527.979µs,1
F11967#F39815,664.453µs,444.19µs,1
F11590#F59553,661.646µs,500.233µs,0
F29707#F29707,1.177227ms,669.486µs,0
F22257#F47533,922.222µs,703.11µs,0
F25375#F25375,1.912476ms,1.273013ms,0
F12667#F12667,2.197808ms,1.693797ms,0
F37750#F43108,1.464547ms,1.004022ms,0
F5813#F25210,1.171648ms,1.013819ms,0
F21097#F21097,2.895768ms,2.051965ms,0
F2645#F19703,3.497538ms,2.136708ms,3
F39715#F39715,1.806837ms,1.051682ms,0
F23839#F23839,1.263214ms,650.563µs,0
F14019#F32794,1.627411ms,981.97µs,2
F9870#F40048,1.730706ms,1.249562ms,0
F6945#F6945,1.039927ms,1.061508ms,0
F9562#F7363,4.006304ms,2.713333ms,1
F45156#F46333,1.496298ms,1.132215ms,0
F9089#F9089,4.827941ms,3.003346ms,0
F46458#F33985,1.021062ms,383.467µs,0
F47416#F1426,757.58µs,476.821µs,0
F1608#F1608,3.008346ms,4.663169ms,0
F1075#F1075,2.418468ms,1.546669ms,0
F32634#F32634,1.193468ms,996.906µs,0
F19930#F19930,768.843µs,487.678µs,0
F54523#F47975,1.249312ms,862.181µs,1
F5816#F5816,1.435827ms,1.027092ms,0
F11176#F32296,2.24115ms,1.648803ms,1
F3121#F3121,1.251476ms,966.392µs,0
F5508#F34977,776.601µs,499.846µs,1
F43762#F31366,2.009117ms,1.416711ms,0
F13470#F54308,1.635238ms,999.54µs,1
F44651#F58998,742.328µs,493.613µs,0
F17578#F33205,1.067577ms,707.432µs,0
F6520#F2662,4.324027ms,2.395601ms,1
F991#F60895,736.856µs,493.446µs,1
F49558#F49558,661.649µs,443.381µs,0
F20894#F630,2.845083ms,1.492369ms,2
F10479#F10479,1.940232ms,1.388059ms,0
F3116#F49216,1.709629ms,1.299099ms,1
F39718#F39718,1.13336ms,954.471µs,0
F16474#F18037,3.465594ms,1.914519ms,0
F21470#F53397,1.409904ms,1.055585ms,0
F7047#F42772,1.750798ms,1.046811ms,0
F20794#F30481,2.418322ms,1.930256ms,0
F40109#F60818,851.104µs,609.931µs,0
F23618#F23184,1.913591ms,1.233016ms,0
F26301#F26301,1.291645ms,961.417µs,0
F830#F830,677.997µs,484.906µs,0
F14754#F14754,3.62335ms,2.014995ms,0
F19392#F19392,733.944µs,433.939µs,0
F14778#F59919,970.462µs,700.377µs,0
F771#F771,2.325441ms,1.770773ms,0
F6204#F37883,2.193125ms,1.648081ms,1
F56418#F56418,748.551µs,655.588µs,0
F22726#F60848,1.445194ms,1.077955ms,1
F55800#F55263,736.007µs,457.44µs,1
F3051#F3051,721.621µs,441.739µs,0
F21995#F21995,1.509845ms,1.062934ms,0
F18092#F30178,3.56983ms,1.88695ms,0
F6778#F19479,2.871749ms,1.949904ms,2
F17356#F57065,903.685µs,715.545µs,0
F30036#F61844,854.617µs,507µs,1
F16612#F56802,660.363µs,443.522µs,1
F5531#F19017,2.222492ms,1.858946ms,2
F13106#F47694,1.777141ms,1.138351ms,0
F16172#F50984,1.506695ms,1.163791ms,0
F32778#F23182,1.549242ms,1.199937ms,0
F24410#F6031,2.604442ms,2.056412ms,0
F3649#F3649,2.08357ms,1.481533ms,0
F5480#F5480,3.199479ms,1.693871ms,0
F45274#F45274,1.474771ms,991.376µs,0
F48405#F48405,742.449µs,499.039µs,0
F13296#F13296,655.946µs,520.879µs,0
F2554#F2554,2.510722ms,1.533167ms,0
F29010#F29010,1.325178ms,926.073µs,0
F9794#F9794,2.517828ms,1.886134ms,0
F43192#F47285,1.164496ms,992.178µs,2
F12742#F32062,1.771265ms,891.632µs,1
F52737#F13372,1.620977ms,1.311322ms,0
F376#F376,2.009854ms,1.526903ms,0
F49983#F34517,833.601µs,594.371µs,0
F28647#F15314,5.298926ms,1.908236ms,1
F17525#F17525,741.292µs,488.743µs,0
F16945#F39279,1.342622ms,962.515µs,1
F61576#F61576,760.997µs,455.475µs,0
F48247#F27959,718.001µs,495.052µs,1
F8501#F8501,1.817738ms,938.559µs,0
F34927#F61777,701.07µs,494.093µs,0
F45128#F45128,1.076528ms,937.172µs,0
F51276#F51276,1.218095ms,999.836µs,0
F4076#F4076,1.483559ms,974.604µs,0
F1561#F1561,2.105685ms,1.449262ms,0
F38944#F38944,1.112611ms,906.902µs,0
F40510#F49808,1.430186ms,1.073773ms,2
