keyword,clientSearchTime,serverTime,resultLength
F25274#F42129,7.504523ms,11.969746584s,8
F35442#F17051,584.631µs,956.123019ms,1
F11521#F11840,11.028734ms,18.807843547s,14
F61173#F27526,548.571µs,844.521441ms,0
F1598#F4877,29.431402ms,54.459536628s,46
F62878#F31375,591.823µs,977.778949ms,1
F28558#F62327,558.075µs,969.823436ms,1
F47324#F25660,555.331µs,1.000464311s,0
F57898#F34567,1.183205ms,1.873192976s,2
F4755#F11840,10.579385ms,18.39301989s,14
F41800#F22473,5.682656ms,10.158489292s,7
F33746#F23605,3.932365ms,6.373219101s,6
F50542#F24824,1.692713ms,2.834643452s,3
F28036#F13852,15.336246ms,26.828958785s,26
F59044#F23571,2.197842ms,3.65810586s,2
F40782#F22566,2.816343ms,4.62840951s,2
F39751#F25312,1.073473ms,1.813510643s,2
F13664#F5675,20.409611ms,36.647655484s,23
F23244#F52991,2.898847ms,4.588238626s,2
F54135#F45471,3.074778ms,4.712389375s,4
F46650#F48765,5.129254ms,8.33415893s,7
F17860#F20917,17.209489ms,27.607769746s,18
F15548#F36720,3.387149ms,5.433103491s,5
F13456#F7466,29.008588ms,57.463331917s,40
F63263#F9303,600.039µs,901.509719ms,1
F22294#F45407,6.75959ms,12.075816758s,7
F25994#F61924,548.405µs,897.293222ms,1
F11538#F30424,12.03037ms,21.816743663s,17
F789#F13260,19.035595ms,34.168061948s,24
F24504#F22388,3.394075ms,5.45129824s,5
F8043#F21441,11.565654ms,20.121199463s,17
F24055#F56142,589.677µs,901.881283ms,1
F13096#F5112,27.354347ms,47.818894958s,30
F61622#F30423,551.78µs,899.277676ms,1
F13929#F29974,2.205399ms,3.697444127s,3
F2164#F27095,8.203652ms,13.730322665s,13
F24699#F40274,7.71728ms,12.858353435s,8
F8338#F15187,30.728277ms,1m7.696446636s,48
F13683#F22982,13.395468ms,31.157861684s,29
F58736#F51541,1.757852ms,2.81503787s,1
F42967#F4575,4.215498ms,7.781179356s,7
F56352#F29439,591.965µs,957.405062ms,0
F51153#F1510,7.269107ms,13.596847387s,10
F28386#F56126,1.610294ms,2.852873107s,1
F13853#F1750,11.353861ms,19.294207486s,17
F45288#F56532,5.299405ms,9.118348869s,9
F61245#F62464,546.68µs,886.454718ms,0
F2676#F58562,1.594876ms,2.859793021s,1
F8148#F48172,1.578517ms,2.779914477s,3
F50296#F39375,7.255996ms,13.119398318s,10
F48065#F33296,1.799419ms,2.879688745s,0
F61158#F1621,552.812µs,930.013845ms,1
F10589#F40937,8.318825ms,14.862758048s,12
F30450#F33264,551.736µs,893.915868ms,0
F9094#F23375,20.360809ms,35.824341371s,33
F21911#F63172,675.125µs,961.989829ms,1
F2273#F25824,14.139861ms,24.402429834s,21
F19773#F48342,5.367124ms,9.211130102s,8
F37346#F56351,1.065411ms,1.880420422s,1
F1369#F44212,546.442µs,936.981747ms,1
F29520#F7691,568.066µs,971.877551ms,1
F57524#F25531,564.805µs,885.453926ms,1
F15195#F26748,10.425293ms,18.568856264s,14
F56319#F63656,584.51µs,965.436169ms,0
F12800#F33265,589.507µs,901.651295ms,1
F3709#F44661,7.070728ms,11.934899336s,9
F57344#F10361,3.886057ms,6.384027994s,7
F20555#F44086,2.637083ms,4.519660739s,5
F24754#F23172,18.806433ms,31.619697655s,16
F6509#F6860,23.118499ms,45.830872621s,38
F16393#F21911,14.057721ms,29.855591525s,23
F6806#F27085,1.634453ms,2.816528409s,3
F13665#F51673,641.804µs,931.442312ms,0
F43756#F12114,5.539407ms,9.43449248s,8
F35589#F61753,549.243µs,902.603862ms,1
F17478#F10040,25.891174ms,47.944993321s,34
F26052#F29467,11.011527ms,18.199184481s,13
F10826#F19437,6.855084ms,11.892196912s,11
F13629#F35017,1.112995ms,1.85602724s,1
F16127#F43345,7.792073ms,13.039218377s,13
F5070#F5679,18.879681ms,34.205987483s,24
F45902#F50366,3.966419ms,6.370410258s,5
F7948#F24551,17.949422ms,30.600860226s,24
F37278#F63265,549.197µs,872.09035ms,0
F46630#F19402,5.127849ms,8.574664327s,9
F60778#F37053,2.096494ms,3.718820636s,3
F4859#F5455,15.160979ms,27.114872813s,23
F11950#F48635,5.814909ms,10.112854289s,11
F17557#F35400,1.098568ms,1.822624948s,1
F1287#F19050,19.344257ms,34.651047434s,28
F7696#F41610,3.006657ms,4.547573712s,4
F16335#F2744,24.07639ms,40.227148165s,33
F8106#F15384,21.039173ms,43.671711428s,31
F19821#F58465,544.358µs,955.721753ms,0
F10407#F48016,4.423679ms,7.486904092s,7
F14712#F41813,3.660592ms,6.437547641s,7
F41270#F57368,2.749286ms,4.68473432s,2
F46301#F29640,2.778362ms,4.622766032s,0
F9547#F50137,3.729026ms,6.750132973s,3
F30097#F17556,599.837µs,942.938508ms,0
F4784#F19703,21.841198ms,37.355652886s,24
F10919#F9077,12.05933ms,21.754181814s,13
F58775#F29139,551.104µs,974.068508ms,1
F26280#F13457,14.035066ms,25.457958739s,23
F59680#F45072,552.022µs,950.645046ms,1
F3376#F28728,13.200262ms,24.034484404s,18
F18419#F40682,6.90057ms,12.151953596s,12
F4450#F53724,589.702µs,853.653031ms,0
F55921#F16612,1.603339ms,2.793900312s,2
F54888#F15169,1.619888ms,2.796452847s,3
F30877#F59645,544.782µs,942.515593ms,0
F26207#F62660,560.886µs,919.014096ms,1
F53294#F45563,2.640224ms,4.534772367s,4
F22473#F2256,13.393167ms,21.908785484s,18
F5292#F32116,554.899µs,956.340262ms,1
F43606#F28999,5.4766ms,9.236320901s,4
F51577#F30826,675.064µs,878.91146ms,0
F30835#F17146,3.720098ms,6.504748825s,6
F40081#F1589,9.172821ms,15.060773251s,12
F2723#F38030,13.626481ms,22.896429146s,20
F32941#F13810,1.700616ms,2.789056646s,3
F42158#F32772,587.543µs,978.129023ms,0
F48472#F737,5.469014ms,9.358130921s,9
F43701#F62624,547.083µs,881.785127ms,0
F27127#F16795,11.505356ms,19.117855288s,14
F14461#F37121,11.194804ms,18.478832121s,17
F51844#F20991,7.210148ms,11.660813792s,7
F58208#F11269,637.615µs,913.430753ms,1
F27158#F35900,1.107423ms,1.872761605s,1
F6702#F40719,9.037229ms,15.516293578s,9
F8576#F29016,10.485733ms,17.515851231s,13
F18181#F53998,600.934µs,928.620907ms,1
F51685#F60433,2.212024ms,3.51898671s,1
F41386#F5654,12.646842ms,21.433454307s,12
F57845#F44970,1.151713ms,1.937994135s,1
F48153#F4495,5.49911ms,9.105926975s,10
F8783#F60477,1.115774ms,1.843343385s,2
F12803#F31530,16.646385ms,27.402833189s,17
F11466#F14017,4.37757ms,7.243165845s,4
F15444#F2216,27.753997ms,54.654012627s,36
F29316#F16772,551.135µs,921.445211ms,0
F39635#F62485,552.124µs,922.580981ms,1
F9223#F49033,10.974918ms,18.684103487s,14
F1686#F61899,593.659µs,984.382527ms,1
F59551#F50526,1.120598ms,1.886353331s,1
F49479#F23598,5.172927ms,8.233374924s,5
F33434#F3368,545.924µs,876.057788ms,1
F21303#F44300,2.588509ms,4.430953535s,2
F51282#F14005,1.570625ms,2.673917727s,1
F8853#F60112,579.975µs,855.520237ms,1
F38328#F24129,7.252976ms,12.820236762s,8
F31427#F30798,9.853506ms,17.529191709s,9
F34727#F14422,543.422µs,977.549533ms,1
F52825#F7704,3.108987ms,5.710685818s,6
F333#F450,36.694502ms,1m23.312596927s,65
F33268#F31000,409.76µs,917.442389ms,1
F52083#F32044,1.134904ms,1.779778887s,2
F30056#F18963,6.099235ms,10.154074721s,7
F59560#F13581,1.116745ms,1.730023608s,2
F23283#F7907,18.925056ms,31.191179172s,23
F48211#F27143,2.241981ms,3.693358096s,2
F36578#F40079,2.674905ms,4.564474497s,3
F3966#F47815,2.211348ms,3.583544603s,4
F34847#F30032,4.699034ms,7.430309297s,6
F30589#F12721,3.408333ms,5.326270193s,3
F37668#F28604,2.28525ms,3.61069322s,3
F1456#F10582,9.86226ms,15.472917077s,11
F11889#F56019,2.250821ms,3.692942813s,2
F34042#F41183,3.254091ms,5.502430312s,2
F14238#F54529,2.769491ms,4.572884765s,4
F18505#F40211,4.133862ms,7.546290956s,6
F896#F41443,1.685649ms,2.854322756s,3
F61154#F22473,593.806µs,945.898628ms,0
F42255#F26583,1.178692ms,1.898195233s,0
F24440#F18070,7.624438ms,12.185407685s,8
F45491#F47597,2.251141ms,3.788001634s,3
F61727#F19463,1.122019ms,1.824942733s,2
F2716#F40630,8.850858ms,15.28994578s,16
F6428#F45092,5.475685ms,9.299049975s,7
F35604#F37232,591.868µs,873.721165ms,1
F48391#F9448,4.586343ms,7.400307874s,7
F44278#F51755,3.148268ms,5.551158348s,5
F14968#F8172,21.171388ms,36.555502252s,27
F48416#F17827,6.342065ms,11.069915411s,5
F62365#F26533,1.143027ms,1.955087508s,2
F5960#F36393,6.520861ms,11.268332433s,9
F26166#F6811,9.896888ms,16.725214392s,14
F62972#F31143,639.66µs,878.988413ms,0
F60295#F59179,1.346919ms,1.844421178s,0
F63510#F25579,554.939µs,972.741535ms,1
F29258#F12342,7.64594ms,12.956836749s,12
F23269#F15411,15.036988ms,26.19036629s,17
F3258#F41479,8.411733ms,15.079440066s,13
F16407#F4842,14.978926ms,26.808251802s,20
F44945#F38369,5.6056ms,9.342569785s,5
F2176#F60523,561.579µs,907.217698ms,1
F12239#F40834,11.120291ms,18.530791694s,15
F40564#F21801,8.892998ms,14.677650245s,11
F42670#F19712,5.497853ms,9.205104859s,10
F46579#F1658,3.87079ms,6.750508683s,5
F10457#F16336,19.028428ms,31.808144077s,22
F35298#F25575,544.074µs,968.607254ms,0
F18316#F3005,23.84669ms,43.770507066s,39
F4357#F22586,8.055196ms,12.830539889s,11
F475#F25417,16.791666ms,28.013818024s,22
F5430#F8573,21.026504ms,41.683468092s,29
F55012#F57640,1.066172ms,1.900313184s,1
F25417#F53408,1.609343ms,2.979596702s,0
F13862#F25353,12.262542ms,32.023399916s,29
F59825#F62385,583.696µs,901.32731ms,0
F12816#F32904,562.421µs,1.044097961s,1
F49498#F20688,5.000142ms,8.46908233s,7
F53071#F46029,1.755613ms,2.703726817s,1
F27376#F55535,1.636147ms,2.674749804s,1
F4245#F6902,25.079714ms,43.438195513s,31
F12751#F50340,1.639363ms,2.745401193s,2
F51934#F48110,3.331011ms,5.569859457s,3
F52522#F5823,6.255803ms,11.114747341s,5
F52297#F21093,551.681µs,980.766651ms,1
F11693#F42785,3.42041ms,5.70933973s,6
F17070#F53264,545.108µs,885.136038ms,0
F19898#F53902,3.320723ms,5.426545911s,4
F35891#F62133,547.467µs,964.526277ms,1
F31249#F18437,1.127555ms,1.846768408s,2
F63429#F51367,552.62µs,931.002241ms,0
F6746#F39505,12.699592ms,21.486080782s,17
F6696#F56346,584.849µs,885.272778ms,1
F26013#F42504,1.072463ms,1.796015443s,1
F23409#F44655,8.013241ms,13.624641757s,6
F25997#F32144,548.995µs,927.805063ms,1
F40243#F20417,11.137825ms,18.679190165s,13
F55543#F21214,552.421µs,991.843715ms,0
F41939#F16108,6.60368ms,11.330252631s,9
F39471#F17491,546.206µs,943.427033ms,1
F16095#F29439,10.688495ms,17.695098432s,16
F61891#F9738,548.419µs,941.270389ms,1
F34087#F60292,3.66537ms,6.421727081s,2
F13702#F33652,553.653µs,851.049172ms,1
F42350#F41836,1.154812ms,1.892153776s,1
F49019#F35865,554.468µs,947.615436ms,0
F26286#F24914,561.523µs,927.97811ms,1
F25841#F28266,5.960691ms,10.073726431s,5
F14971#F38271,7.867096ms,12.911181266s,9
F16849#F1107,20.115172ms,33.381736395s,33
F53226#F10996,2.319114ms,3.617290922s,3
F59611#F42984,581.358µs,880.700001ms,1
F934#F52141,553.124µs,845.89085ms,1
F38436#F34919,1.135248ms,1.822619768s,1
F22626#F56762,2.203623ms,3.718313256s,4
F37646#F57185,1.143507ms,1.808724373s,0
F31684#F47941,596.715µs,989.816899ms,1
F41520#F35895,599.153µs,876.01192ms,1
F6186#F35185,3.82768ms,6.258559708s,5
F61018#F1276,548.533µs,923.289975ms,0
F14298#F45986,3.459967ms,5.498350323s,6
F58052#F1579,2.197085ms,3.518641905s,4
F40765#F19084,6.582071ms,10.911888125s,7
F62581#F31554,690.949µs,873.777601ms,0
F62571#F62913,632.09µs,937.309934ms,0
F711#F42708,8.316887ms,13.589703467s,14
F27100#F55589,552.529µs,882.496867ms,1
F60366#F51295,550.369µs,858.037054ms,1
F22757#F2100,17.487554ms,29.09633154s,26
F30998#F48053,3.48102ms,5.462526925s,3
F15726#F9675,12.843335ms,21.640447024s,14
F54383#F54612,1.07978ms,1.823960719s,0
F61143#F46492,1.590847ms,2.714483879s,2
F12872#F7295,12.469803ms,21.948118587s,18
F51737#F41293,1.648092ms,2.710250576s,0
F10537#F57251,1.096017ms,1.850893512s,1
F28161#F31599,4.133208ms,7.426071514s,1
F51845#F37815,1.051442ms,1.795236144s,0
F5457#F37649,10.193043ms,17.339357193s,12
F17475#F4147,19.815761ms,36.81444514s,28
F55782#F47126,2.133006ms,3.500866195s,3
F11246#F25643,11.090188ms,18.614854527s,19
F60708#F5533,1.128682ms,1.811946572s,2
F47223#F24252,2.825945ms,4.526312579s,3
F7193#F62886,562.571µs,887.880008ms,1
F28280#F10212,9.640133ms,16.116546244s,12
F63020#F16876,569.329µs,848.031886ms,1
F9471#F27801,628.627µs,1.006476936s,1
F21617#F43450,9.254214ms,15.673228985s,13
F9326#F17757,21.044865ms,35.709645344s,30
F60661#F3026,672.285µs,970.372797ms,1
F27892#F5777,9.859674ms,16.445612545s,15
F6385#F21954,6.09686ms,10.257035977s,6
F18160#F13802,13.267009ms,22.254149349s,11
F27350#F4204,2.18671ms,3.760198496s,4
F13303#F24313,6.583889ms,11.183950012s,12
F60863#F45421,552.228µs,925.932595ms,1
F62500#F28045,548.329µs,1.048444177s,0
F44119#F49658,2.262047ms,3.805031975s,4
F2805#F48616,541.964µs,886.860834ms,0
F24628#F55094,5.014272ms,8.599739348s,7
F55659#F4612,3.789477ms,6.74225368s,5
F26362#F40509,2.238245ms,3.732501666s,2
F16180#F6797,13.115579ms,22.90664532s,20
F15918#F45357,7.014404ms,11.369564132s,3
F27623#F34203,3.331951ms,5.660326454s,6
F50682#F30191,3.16513ms,5.428973628s,1
F52401#F15236,545.633µs,919.619993ms,1
F43749#F29981,3.17321ms,5.612653833s,2
F61512#F44747,632.281µs,855.269787ms,1
F3091#F3721,24.640009ms,45.656197924s,43
F58278#F28598,554.201µs,894.17053ms,0
F2565#F20254,11.719446ms,20.617111009s,9
F58721#F38587,1.738674ms,2.765653122s,2
F2997#F16861,17.709054ms,29.416429396s,15
F30399#F39644,7.977597ms,12.712311247s,8
F28978#F57938,1.057134ms,1.801347181s,2
F18992#F36401,15.335918ms,27.060845179s,19
F28472#F23513,5.436143ms,9.268704143s,6
F29716#F14577,16.127842ms,26.157820766s,14
F9263#F20572,8.799958ms,14.776180648s,13
F20099#F42009,10.634411ms,17.531500035s,12
F25958#F30289,8.904167ms,14.753186642s,8
F44588#F61422,556.489µs,965.941792ms,1
F11712#F10184,34.274376ms,1m9.761307551s,56
F19487#F11817,14.261226ms,34.020358481s,29
F24642#F58410,608.989µs,913.789106ms,1
F21730#F16801,3.959969ms,6.557423706s,4
F51389#F23235,1.100194ms,1.883651439s,2
F8396#F32076,901.548µs,875.074134ms,1
F46444#F39738,1.672829ms,2.762206097s,1
F14810#F42915,1.682917ms,2.839607464s,2
F62880#F31708,550.872µs,961.122715ms,0
F37282#F12012,9.21972ms,15.691199915s,13
F63375#F32354,239.558µs,899.220979ms,0
F17508#F19939,16.133725ms,28.520070153s,23
F30969#F4861,4.813004ms,8.352359319s,8
F46729#F11637,3.282993ms,5.388030474s,6
F58716#F45690,541.571µs,876.8167ms,0
F23509#F63312,630.506µs,900.076813ms,0
F11250#F51766,598.405µs,931.335386ms,0
F14497#F38232,12.646256ms,21.289620865s,9
F39633#F20259,4.54303ms,7.474230093s,4
F8305#F48584,3.20533ms,5.343926436s,6
F40768#F36192,1.094974ms,1.881207034s,1
F44537#F30742,9.893963ms,16.488870462s,14
F43077#F34549,6.669392ms,11.028520518s,7
F46222#F21757,7.731536ms,13.036604212s,10
F5337#F60156,544.035µs,900.962819ms,1
F25307#F30937,7.771084ms,13.721341028s,9
F35650#F62029,598.392µs,896.585076ms,0
F25252#F6323,11.779421ms,19.745966201s,19
F5905#F26293,10.457038ms,18.714716126s,17
F38712#F6875,17.428763ms,29.869252759s,20
F4934#F18202,23.947491ms,51.818051128s,32
F57611#F20058,2.507701ms,4.667553275s,5
F17406#F20654,15.137532ms,24.64614645s,15
F3079#F20278,26.883819ms,50.895709587s,37
F60900#F30404,1.310217ms,1.727287871s,1
F5991#F9802,14.054105ms,22.819951697s,18
F12183#F45840,7.794378ms,12.735987569s,10
F27946#F58983,1.061233ms,1.728105685s,0
F21833#F24317,643.8µs,902.690675ms,1
F10331#F53175,1.128778ms,1.759868211s,2
F8039#F52148,4.0221ms,6.419261257s,6
F23448#F44816,13.165142ms,22.911771653s,16
F25690#F46036,5.646685ms,9.090669553s,6
F18236#F39043,16.492117ms,27.549253321s,20
F14353#F43712,4.781374ms,8.249616471s,6
F9410#F29752,547.154µs,929.441844ms,1
F20591#F62072,562.908µs,880.030591ms,1
F26893#F34334,2.765739ms,4.703306983s,2
F13187#F24376,19.816031ms,32.283202684s,27
F32120#F39799,3.3406ms,5.469515377s,3
F15726#F29406,17.688153ms,29.30835339s,15
F59238#F18674,1.618317ms,2.752677913s,2
F53191#F29602,3.118303ms,5.474125472s,3
F9632#F16844,29.031158ms,55.443571007s,43
F14074#F12332,11.622034ms,23.249716275s,18
F62084#F18597,588.528µs,891.249026ms,1
F24009#F3472,1.843683ms,2.794457842s,2
F34382#F6876,1.61159ms,2.668595288s,3
F33604#F40964,559.696µs,948.574536ms,1
F15980#F39096,11.664703ms,19.794997933s,12
F50174#F29134,5.300644ms,9.403713027s,9
F10#F29717,7.280383ms,13.046080567s,11
F51209#F52539,1.17744ms,1.986585728s,0
F52740#F23256,7.372252ms,13.082055915s,9
F61232#F53589,1.589729ms,2.852519365s,1
F28409#F45479,6.187902ms,11.154580441s,3
F3474#F5264,22.790211ms,43.672716879s,36
F33996#F40177,5.463918ms,9.164131558s,3
F56626#F28361,1.575176ms,2.878550459s,1
F19168#F51252,4.032425ms,6.540946114s,4
F5402#F17001,28.659704ms,55.790883357s,44
F27230#F48636,588.757µs,876.631472ms,0
F60770#F37124,1.118157ms,1.878303058s,0
F31060#F30523,8.698464ms,14.763574238s,6
F17384#F11913,14.425963ms,24.380540419s,18
F12166#F43046,8.109016ms,12.570557644s,14
F19806#F3285,26.417776ms,53.03693972s,35
F18492#F38048,2.12081ms,3.761474894s,2
F17517#F29195,6.178722ms,11.178619427s,9
F42668#F20940,8.792935ms,15.146393815s,7
F63149#F34335,578.582µs,913.148235ms,1
F28336#F51797,1.04621ms,1.901065655s,1
F16142#F34572,1.053707ms,6.454385277s,4
F61993#F25671,588.27µs,855.500114ms,1
F61882#F59135,598.905µs,982.772824ms,0
F38680#F21875,6.0744ms,10.063691913s,8
F58041#F59201,2.182006ms,3.697219474s,1
F30404#F39182,1.178084ms,1.937170707s,0
F20422#F17744,18.870383ms,31.714709695s,27
F60506#F33800,591.875µs,876.067457ms,0
F30280#F19481,6.689739ms,11.266037625s,9
F56681#F35723,548.391µs,910.964676ms,0
F51510#F24389,2.248376ms,3.77722372s,4
F26914#F8099,548.57µs,915.156461ms,0
F41864#F931,7.045576ms,11.911761211s,11
F34797#F7845,3.292917ms,5.519642882s,6
F14864#F7369,28.484234ms,54.794278665s,41
F44371#F22999,2.27364ms,3.78915801s,3
F23643#F57370,1.629137ms,2.782967469s,2
F52771#F58899,549.82µs,969.839065ms,0
F54939#F48379,1.65639ms,3.020736473s,2
F23107#F24492,15.391514ms,26.95805128s,14
F4542#F11353,25.626793ms,54.75045298s,38
F33445#F39720,594.931µs,918.306964ms,1
F38261#F56484,1.712469ms,2.917039028s,3
F9500#F44388,7.809353ms,14.238544654s,12
F33655#F7661,5.231039ms,9.356787822s,8
F4978#F56553,1.142975ms,1.85254663s,2
F60097#F40079,559.446µs,953.389543ms,0
F9853#F27159,10.723015ms,18.810654605s,15
F22114#F63650,585.724µs,936.626564ms,1
F11967#F39815,585.759µs,925.599291ms,1
F11590#F59553,565.453µs,913.356945ms,0
F56744#F29707,1.596783ms,2.846088003s,1
F22257#F47533,1.576283ms,2.743467837s,3
F32554#F25375,6.249975ms,11.34081131s,8
F45824#F12667,9.984055ms,17.854877828s,13
F37750#F43108,3.378914ms,5.814917325s,3
F5813#F25210,3.125721ms,5.523476742s,4
F19294#F21097,16.494117ms,29.668874341s,18
F2645#F19703,21.602661ms,42.00061104s,33
F32513#F39715,6.537444ms,11.148651599s,6
F38420#F23839,2.787785ms,4.656389866s,4
F14019#F32794,7.134707ms,12.155769939s,6
F9870#F40048,4.990327ms,8.371903616s,7
F48570#F6945,2.782885ms,4.759143629s,4
F9562#F7363,27.502084ms,51.12552049s,34
F45156#F46333,4.571369ms,8.525864729s,6
F2556#F9089,32.985629ms,1m9.430853625s,44
F46458#F33985,1.068203ms,1.872574331s,1
F47416#F1426,550.199µs,914.271249ms,0
F23846#F1608,14.234884ms,25.255459621s,25
F14137#F1075,8.461286ms,13.907911216s,12
F54623#F32634,2.625008ms,4.627523423s,3
F35605#F19930,555.289µs,868.260932ms,1
F54523#F47975,3.170336ms,5.535653967s,4
F27456#F5816,3.836061ms,6.520407153s,6
F11176#F32296,10.382443ms,18.700092708s,15
F47975#F3121,3.119239ms,5.811007405s,6
F5508#F34977,592.089µs,940.116846ms,1
F43762#F31366,5.709587ms,10.256294684s,5
F13470#F54308,3.70483ms,6.690382198s,6
F44651#F58998,548.074µs,911.280163ms,0
F17578#F33205,1.59267ms,2.820283196s,2
F6520#F2662,26.111098ms,46.329768993s,28
F991#F60895,549.065µs,934.558007ms,1
F34415#F49558,553.994µs,984.47927ms,1
F20894#F630,13.562527ms,24.527654976s,22
F24534#F10479,7.905226ms,13.394807831s,12
F3116#F49216,5.51535ms,9.303891216s,10
F47572#F39718,3.286911ms,5.875920955s,3
F16474#F18037,19.984302ms,34.463393656s,25
F21470#F53397,4.368543ms,7.57385094s,7
F7047#F42772,6.108485ms,10.373844601s,9
F20794#F30481,14.882474ms,25.251500824s,19
F40109#F60818,1.105572ms,1.847772236s,1
F23618#F23184,5.904131ms,10.354270565s,7
F44884#F26301,3.105861ms,5.401178723s,2
F62803#F830,547.398µs,916.894817ms,1
F8992#F14754,21.084818ms,38.190225124s,28
F59426#F19392,547.724µs,869.551963ms,0
F14778#F59919,1.114348ms,1.840661604s,2
F9437#F771,12.445858ms,22.025384865s,13
F6204#F37883,11.729978ms,20.331866209s,16
F51698#F56418,1.108119ms,1.87638781s,0
F22726#F60848,2.655654ms,4.582978854s,4
F55800#F55263,547.017µs,871.046354ms,1
F61148#F3051,570.929µs,892.595472ms,1
F54464#F21995,3.676681ms,6.206217463s,5
F18092#F30178,20.881848ms,37.431743405s,29
F6778#F19479,13.787891ms,25.777970855s,25
F17356#F57065,1.677352ms,2.678652587s,3
F30036#F61844,616.718µs,894.027799ms,1
F16612#F56802,611.786µs,891.566313ms,1
F5531#F19017,14.264825ms,23.990331593s,20
F13106#F47694,8.276464ms,13.66601238s,12
F16172#F50984,5.292267ms,9.337108018s,8
F32778#F23182,4.897314ms,8.306719908s,1
F24410#F6031,16.28485ms,28.865632895s,20
F180#F3649,8.786851ms,14.531092509s,11
F21920#F5480,18.402029ms,30.670207771s,30
F51403#F45274,4.232812ms,7.536856818s,3
F62966#F48405,584.434µs,984.285732ms,0
F60151#F13296,597.578µs,972.500989ms,1
F10991#F2554,15.243853ms,26.136762838s,22
F43598#F29010,4.018896ms,6.564608231s,5
F11263#F9794,15.041233ms,26.492063578s,17
F43192#F47285,2.710423ms,4.639824325s,4
